START,2022/02/25,21:57:54,
ID,170800000,
INTERVAL,010,sec,
,MAIN,,,SUB-1,,,SUB-2,,,Remark,
No. ,Func. ,Value,Unit,Func. ,Value,Unit,Func. ,Value,Unit,
293,DCV,01.9807,V,,,,,,,,
294,DCV,01.9803,V,,,,,,,,
295,DCV,01.9795,V,,,,,,,,
296,DCV,01.9789,V,,,,,,,,
297,DCV,01.9784,V,,,,,,,,
298,DCV,01.9780,V,,,,,,,,
299,DCV,01.9775,V,,,,,,,,
300,DCV,01.9771,V,,,,,,,,
301,DCV,01.9767,V,,,,,,,,
302,DCV,01.9762,V,,,,,,,,
303,DCV,01.9753,V,,,,,,,,
304,DCV,01.9746,V,,,,,,,,
305,DCV,01.9747,V,,,,,,,,
306,DCV,01.9739,V,,,,,,,,
307,DCV,01.9736,V,,,,,,,,
308,DCV,01.9726,V,,,,,,,,
309,DCV,01.9724,V,,,,,,,,
310,DCV,01.9719,V,,,,,,,,
311,DCV,01.9715,V,,,,,,,,
312,DCV,01.9707,V,,,,,,,,
313,DCV,01.9701,V,,,,,,,,
314,DCV,01.9697,V,,,,,,,,
315,DCV,01.9692,V,,,,,,,,
316,DCV,01.9685,V,,,,,,,,
317,DCV,01.9680,V,,,,,,,,
318,DCV,01.9677,V,,,,,,,,
319,DCV,01.9672,V,,,,,,,,
320,DCV,01.9661,V,,,,,,,,
321,DCV,01.9660,V,,,,,,,,
322,DCV,01.9652,V,,,,,,,,
323,DCV,01.9650,V,,,,,,,,
324,DCV,01.9645,V,,,,,,,,
325,DCV,01.9638,V,,,,,,,,
326,DCV,01.9635,V,,,,,,,,
327,DCV,01.9629,V,,,,,,,,
328,DCV,01.9625,V,,,,,,,,
329,DCV,01.9616,V,,,,,,,,
330,DCV,01.9612,V,,,,,,,,
331,DCV,01.9610,V,,,,,,,,
332,DCV,01.9603,V,,,,,,,,
333,DCV,01.9596,V,,,,,,,,
334,DCV,01.9595,V,,,,,,,,
335,DCV,01.9584,V,,,,,,,,
336,DCV,01.9584,V,,,,,,,,
337,DCV,01.9574,V,,,,,,,,
338,DCV,01.9573,V,,,,,,,,
339,DCV,01.9568,V,,,,,,,,
340,DCV,01.9558,V,,,,,,,,
341,DCV,01.9553,V,,,,,,,,
342,DCV,01.9553,V,,,,,,,,
343,DCV,01.9545,V,,,,,,,,
344,DCV,01.9539,V,,,,,,,,
345,DCV,01.9536,V,,,,,,,,
346,DCV,01.9528,V,,,,,,,,
347,DCV,01.9526,V,,,,,,,,
348,DCV,01.9523,V,,,,,,,,
349,DCV,01.9515,V,,,,,,,,
350,DCV,01.9512,V,,,,,,,,
351,DCV,01.9506,V,,,,,,,,
352,DCV,01.9501,V,,,,,,,,
353,DCV,01.9495,V,,,,,,,,
354,DCV,01.9495,V,,,,,,,,
355,DCV,01.9487,V,,,,,,,,
356,DCV,01.9481,V,,,,,,,,
357,DCV,01.9481,V,,,,,,,,
358,DCV,01.9470,V,,,,,,,,
359,DCV,01.9465,V,,,,,,,,
360,DCV,01.9466,V,,,,,,,,
361,DCV,01.9456,V,,,,,,,,
362,DCV,01.9453,V,,,,,,,,
363,DCV,01.9451,V,,,,,,,,
364,DCV,01.9445,V,,,,,,,,
365,DCV,01.9441,V,,,,,,,,
366,DCV,01.9431,V,,,,,,,,
367,DCV,01.9428,V,,,,,,,,
368,DCV,01.9422,V,,,,,,,,
369,DCV,01.9421,V,,,,,,,,
370,DCV,01.9417,V,,,,,,,,
371,DCV,01.9411,V,,,,,,,,
372,DCV,01.9405,V,,,,,,,,
373,DCV,01.9399,V,,,,,,,,
374,DCV,01.9393,V,,,,,,,,
375,DCV,01.9387,V,,,,,,,,
376,DCV,01.9388,V,,,,,,,,
377,DCV,01.9384,V,,,,,,,,
378,DCV,01.9377,V,,,,,,,,
379,DCV,01.9374,V,,,,,,,,
380,DCV,01.9365,V,,,,,,,,
381,DCV,01.9361,V,,,,,,,,
382,DCV,01.9361,V,,,,,,,,
383,DCV,01.9352,V,,,,,,,,
384,DCV,01.9351,V,,,,,,,,
385,DCV,01.9343,V,,,,,,,,
386,DCV,01.9342,V,,,,,,,,
387,DCV,01.9335,V,,,,,,,,
388,DCV,01.9333,V,,,,,,,,
389,DCV,01.9324,V,,,,,,,,
390,DCV,01.9318,V,,,,,,,,
391,DCV,01.9319,V,,,,,,,,
392,DCV,01.9312,V,,,,,,,,
393,DCV,01.9305,V,,,,,,,,
394,DCV,01.9305,V,,,,,,,,
395,DCV,01.9295,V,,,,,,,,
396,DCV,01.9296,V,,,,,,,,
397,DCV,01.9290,V,,,,,,,,
398,DCV,01.9281,V,,,,,,,,
399,DCV,01.9282,V,,,,,,,,
400,DCV,01.9272,V,,,,,,,,
401,DCV,01.9272,V,,,,,,,,
402,DCV,01.9265,V,,,,,,,,
403,DCV,01.9261,V,,,,,,,,
404,DCV,01.9259,V,,,,,,,,
405,DCV,01.9253,V,,,,,,,,
406,DCV,01.9251,V,,,,,,,,
407,DCV,01.9242,V,,,,,,,,
408,DCV,01.9237,V,,,,,,,,
409,DCV,01.9237,V,,,,,,,,
410,DCV,01.9229,V,,,,,,,,
411,DCV,01.9224,V,,,,,,,,
412,DCV,01.9221,V,,,,,,,,
413,DCV,01.9217,V,,,,,,,,
414,DCV,01.9216,V,,,,,,,,
415,DCV,01.9205,V,,,,,,,,
416,DCV,01.9205,V,,,,,,,,
417,DCV,01.9199,V,,,,,,,,
418,DCV,01.9196,V,,,,,,,,
419,DCV,01.9189,V,,,,,,,,
420,DCV,01.9188,V,,,,,,,,
421,DCV,01.9184,V,,,,,,,,
422,DCV,01.9174,V,,,,,,,,
423,DCV,01.9174,V,,,,,,,,
424,DCV,01.9167,V,,,,,,,,
425,DCV,01.9165,V,,,,,,,,
426,DCV,01.9159,V,,,,,,,,
427,DCV,01.9158,V,,,,,,,,
428,DCV,01.9151,V,,,,,,,,
429,DCV,01.9146,V,,,,,,,,
430,DCV,01.9141,V,,,,,,,,
431,DCV,01.9141,V,,,,,,,,
432,DCV,01.9132,V,,,,,,,,
433,DCV,01.9131,V,,,,,,,,
434,DCV,01.9127,V,,,,,,,,
435,DCV,01.9121,V,,,,,,,,
436,DCV,01.9116,V,,,,,,,,
437,DCV,01.9117,V,,,,,,,,
438,DCV,01.9106,V,,,,,,,,
439,DCV,01.9107,V,,,,,,,,
440,DCV,01.9102,V,,,,,,,,
441,DCV,01.9099,V,,,,,,,,
442,DCV,01.9094,V,,,,,,,,
443,DCV,01.9086,V,,,,,,,,
444,DCV,01.9083,V,,,,,,,,
445,DCV,01.9078,V,,,,,,,,
446,DCV,01.9074,V,,,,,,,,
447,DCV,01.9072,V,,,,,,,,
448,DCV,01.9072,V,,,,,,,,
449,DCV,01.9067,V,,,,,,,,
450,DCV,01.9060,V,,,,,,,,
451,DCV,01.9053,V,,,,,,,,
452,DCV,01.9053,V,,,,,,,,
453,DCV,01.9045,V,,,,,,,,
454,DCV,01.9046,V,,,,,,,,
455,DCV,01.9037,V,,,,,,,,
456,DCV,01.9033,V,,,,,,,,
457,DCV,01.9031,V,,,,,,,,
458,DCV,01.9028,V,,,,,,,,
459,DCV,01.9025,V,,,,,,,,
460,DCV,01.9017,V,,,,,,,,
461,DCV,01.9012,V,,,,,,,,
462,DCV,01.9010,V,,,,,,,,
463,DCV,01.9009,V,,,,,,,,
464,DCV,01.9007,V,,,,,,,,
465,DCV,01.8997,V,,,,,,,,
466,DCV,01.8993,V,,,,,,,,
467,DCV,01.8993,V,,,,,,,,
468,DCV,01.8990,V,,,,,,,,
469,DCV,01.8982,V,,,,,,,,
470,DCV,01.8977,V,,,,,,,,
471,DCV,01.8977,V,,,,,,,,
472,DCV,01.8973,V,,,,,,,,
473,DCV,01.8969,V,,,,,,,,
474,DCV,01.8965,V,,,,,,,,
475,DCV,01.8957,V,,,,,,,,
476,DCV,01.8953,V,,,,,,,,
477,DCV,01.8950,V,,,,,,,,
478,DCV,01.8946,V,,,,,,,,
479,DCV,01.8942,V,,,,,,,,
480,DCV,01.8941,V,,,,,,,,
481,DCV,01.8935,V,,,,,,,,
482,DCV,01.8929,V,,,,,,,,
483,DCV,01.8929,V,,,,,,,,
484,DCV,01.8922,V,,,,,,,,
485,DCV,01.8922,V,,,,,,,,
486,DCV,01.8915,V,,,,,,,,
487,DCV,01.8910,V,,,,,,,,
488,DCV,01.8906,V,,,,,,,,
489,DCV,01.8903,V,,,,,,,,
490,DCV,01.8903,V,,,,,,,,
491,DCV,01.8893,V,,,,,,,,
492,DCV,01.8895,V,,,,,,,,
493,DCV,01.8890,V,,,,,,,,
494,DCV,01.8884,V,,,,,,,,
495,DCV,01.8881,V,,,,,,,,
496,DCV,01.8880,V,,,,,,,,
497,DCV,01.8874,V,,,,,,,,
498,DCV,01.8871,V,,,,,,,,
499,DCV,01.8867,V,,,,,,,,
500,DCV,01.8860,V,,,,,,,,
501,DCV,01.8861,V,,,,,,,,
502,DCV,01.8858,V,,,,,,,,
503,DCV,01.8849,V,,,,,,,,
504,DCV,01.8846,V,,,,,,,,
505,DCV,01.8845,V,,,,,,,,
506,DCV,01.8839,V,,,,,,,,
507,DCV,01.8837,V,,,,,,,,
508,DCV,01.8831,V,,,,,,,,
509,DCV,01.8829,V,,,,,,,,
510,DCV,01.8822,V,,,,,,,,
511,DCV,01.8823,V,,,,,,,,
512,DCV,01.8815,V,,,,,,,,
513,DCV,01.8816,V,,,,,,,,
514,DCV,01.8812,V,,,,,,,,
515,DCV,01.8805,V,,,,,,,,
516,DCV,01.8803,V,,,,,,,,
517,DCV,01.8796,V,,,,,,,,
518,DCV,01.8795,V,,,,,,,,
519,DCV,01.8789,V,,,,,,,,
520,DCV,01.8790,V,,,,,,,,
521,DCV,01.8783,V,,,,,,,,
522,DCV,01.8782,V,,,,,,,,
523,DCV,01.8777,V,,,,,,,,
524,DCV,01.8771,V,,,,,,,,
525,DCV,01.8767,V,,,,,,,,
526,DCV,01.8768,V,,,,,,,,
527,DCV,01.8759,V,,,,,,,,
528,DCV,01.8753,V,,,,,,,,
529,DCV,01.8754,V,,,,,,,,
530,DCV,01.8749,V,,,,,,,,
531,DCV,01.8746,V,,,,,,,,
532,DCV,01.8743,V,,,,,,,,
533,DCV,01.8739,V,,,,,,,,
534,DCV,01.8735,V,,,,,,,,
535,DCV,01.8730,V,,,,,,,,
536,DCV,01.8726,V,,,,,,,,
537,DCV,01.8727,V,,,,,,,,
538,DCV,01.8721,V,,,,,,,,
539,DCV,01.8720,V,,,,,,,,
540,DCV,01.8715,V,,,,,,,,
541,DCV,01.8708,V,,,,,,,,
542,DCV,01.8709,V,,,,,,,,
543,DCV,01.8703,V,,,,,,,,
544,DCV,01.8700,V,,,,,,,,
545,DCV,01.8694,V,,,,,,,,
546,DCV,01.8693,V,,,,,,,,
547,DCV,01.8687,V,,,,,,,,
548,DCV,01.8687,V,,,,,,,,
549,DCV,01.8681,V,,,,,,,,
550,DCV,01.8679,V,,,,,,,,
551,DCV,01.8676,V,,,,,,,,
552,DCV,01.8669,V,,,,,,,,
553,DCV,01.8671,V,,,,,,,,
554,DCV,01.8666,V,,,,,,,,
555,DCV,01.8659,V,,,,,,,,
556,DCV,01.8658,V,,,,,,,,
557,DCV,01.8655,V,,,,,,,,
558,DCV,01.8651,V,,,,,,,,
559,DCV,01.8648,V,,,,,,,,
560,DCV,01.8647,V,,,,,,,,
561,DCV,01.8638,V,,,,,,,,
562,DCV,01.8638,V,,,,,,,,
563,DCV,01.8633,V,,,,,,,,
564,DCV,01.8626,V,,,,,,,,
565,DCV,01.8627,V,,,,,,,,
566,DCV,01.8624,V,,,,,,,,
567,DCV,01.8622,V,,,,,,,,
568,DCV,01.8614,V,,,,,,,,
569,DCV,01.8614,V,,,,,,,,
570,DCV,01.8608,V,,,,,,,,
571,DCV,01.8606,V,,,,,,,,
572,DCV,01.8601,V,,,,,,,,
573,DCV,01.8603,V,,,,,,,,
574,DCV,01.8593,V,,,,,,,,
575,DCV,01.8594,V,,,,,,,,
576,DCV,01.8587,V,,,,,,,,
577,DCV,01.8589,V,,,,,,,,
578,DCV,01.8579,V,,,,,,,,
579,DCV,01.8581,V,,,,,,,,
580,DCV,01.8577,V,,,,,,,,
581,DCV,01.8571,V,,,,,,,,
582,DCV,01.8567,V,,,,,,,,
583,DCV,01.8562,V,,,,,,,,
584,DCV,01.8564,V,,,,,,,,
585,DCV,01.8557,V,,,,,,,,
586,DCV,01.8556,V,,,,,,,,
587,DCV,01.8552,V,,,,,,,,
588,DCV,01.8546,V,,,,,,,,
589,DCV,01.8548,V,,,,,,,,
590,DCV,01.8540,V,,,,,,,,
591,DCV,01.8537,V,,,,,,,,
592,DCV,01.8533,V,,,,,,,,
593,DCV,01.8533,V,,,,,,,,
594,DCV,01.8530,V,,,,,,,,
595,DCV,01.8528,V,,,,,,,,
596,DCV,01.8525,V,,,,,,,,
597,DCV,01.8519,V,,,,,,,,
598,DCV,01.8516,V,,,,,,,,
599,DCV,01.8512,V,,,,,,,,
600,DCV,01.8511,V,,,,,,,,
601,DCV,01.8505,V,,,,,,,,
602,DCV,01.8501,V,,,,,,,,
603,DCV,01.8496,V,,,,,,,,
604,DCV,01.8497,V,,,,,,,,
605,DCV,01.8491,V,,,,,,,,
606,DCV,01.8491,V,,,,,,,,
607,DCV,01.8484,V,,,,,,,,
608,DCV,01.8482,V,,,,,,,,
609,DCV,01.8481,V,,,,,,,,
610,DCV,01.8472,V,,,,,,,,
611,DCV,01.8475,V,,,,,,,,
612,DCV,01.8467,V,,,,,,,,
613,DCV,01.8466,V,,,,,,,,
614,DCV,01.8462,V,,,,,,,,
615,DCV,01.8458,V,,,,,,,,
616,DCV,01.8454,V,,,,,,,,
617,DCV,01.8456,V,,,,,,,,
618,DCV,01.8446,V,,,,,,,,
619,DCV,01.8446,V,,,,,,,,
620,DCV,01.8444,V,,,,,,,,
621,DCV,01.8441,V,,,,,,,,
622,DCV,01.8433,V,,,,,,,,
623,DCV,01.8434,V,,,,,,,,
624,DCV,01.8431,V,,,,,,,,
625,DCV,01.8426,V,,,,,,,,
626,DCV,01.8422,V,,,,,,,,
627,DCV,01.8422,V,,,,,,,,
628,DCV,01.8418,V,,,,,,,,
629,DCV,01.8411,V,,,,,,,,
630,DCV,01.8413,V,,,,,,,,
631,DCV,01.8410,V,,,,,,,,
632,DCV,01.8403,V,,,,,,,,
633,DCV,01.8402,V,,,,,,,,
